Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001
6,CHA,608.036,2408.147,0,0,Recovas_Capacity_Check,3.52571,1.67003,0.28204,0,0.98335,5.88772,25
6,CHA,609.009,2409.12,0,0,Recovas_Capacity_Check,3.52571,1.67003,0.28253,0,0.98508,5.88803,25
6,CHA,610.022,2410.133,0,0,Recovas_Capacity_Check,3.52582,1.66994,0.283,0,0.98673,5.8879,25
6,CHA,610.998,2411.109,0,0,Recovas_Capacity_Check,3.52593,1.67003,0.28343,0,0.98827,5.8884,25.1
6,CHA,612.014,2412.125,0,0,Recovas_Capacity_Check,3.52604,1.66994,0.28392,0,0.98999,5.88827,25.1
6,CHA,613.024,2413.135,0,0,Recovas_Capacity_Check,3.52626,1.66994,0.28439,0,0.99165,5.88865,25.1
6,CHA,614,2414.111,0,0,Recovas_Capacity_Check,3.52626,1.67003,0.28482,0,0.99318,5.88896,25.1
6,CHA,615.019,2415.13,0,0,Recovas_Capacity_Check,3.52648,1.67003,0.28531,0,0.99491,5.88933,25.1
6,CHA,616.068,2416.179,0,0,Recovas_Capacity_Check,3.52648,1.66994,0.28571,0,0.99631,5.88902,25.1
6,CHA,617.004,2417.115,0,0,Recovas_Capacity_Check,3.5266,1.67003,0.28622,0,0.99809,5.88952,25.1
6,CHA,618.02,2418.131,0,0,Recovas_Capacity_Check,3.52671,1.66994,0.28669,0,0.99975,5.88939,25.1
6,CHA,619.036,2419.147,0,0,Recovas_Capacity_Check,3.52682,1.67003,0.2871,0,1.00122,5.88989,25.1
6,CHA,620.007,2420.118,0,0,Recovas_Capacity_Check,3.52693,1.66994,0.28761,0,1.003,5.88976,25.1
6,CHA,621.022,2421.133,0,0,Recovas_Capacity_Check,3.52704,1.66994,0.28808,0,1.00466,5.88995,25.1
6,CHA,622.096,2422.207,0,0,Recovas_Capacity_Check,3.52715,1.67003,0.28853,0,1.00626,5.89045,25.1
6,CHA,623.01,2423.121,0,0,Recovas_Capacity_Check,3.52726,1.66994,0.289,0,1.00792,5.89032,25.1
6,CHA,624.025,2424.136,0,0,Recovas_Capacity_Check,3.52737,1.66994,0.28949,0,1.00964,5.8905,25.1
6,CHA,625.002,2425.113,0,0,Recovas_Capacity_Check,3.52749,1.66994,0.28993,0,1.01117,5.89069,25.1
6,CHA,626.014,2426.125,0,0,Recovas_Capacity_Check,3.5276,1.67003,0.29042,0,1.0129,5.89119,25.1
6,CHA,627.027,2427.138,0,0,Recovas_Capacity_Check,3.52771,1.67003,0.29089,0,1.01456,5.89138,25.1
6,CHA,628.003,2428.114,0,0,Recovas_Capacity_Check,3.52782,1.66994,0.29132,0,1.01609,5.89125,25.1
6,CHA,629.015,2429.126,0,0,Recovas_Capacity_Check,3.52793,1.66994,0.29181,0,1.01781,5.89143,25.1
6,CHA,630.028,2430.139,0,0,Recovas_Capacity_Check,3.52804,1.67003,0.29228,0,1.01947,5.89193,25.1
6,CHA,631.005,2431.116,0,0,Recovas_Capacity_Check,3.52815,1.66994,0.29271,0,1.021,5.8918,25.1
6,CHA,632.017,2432.128,0,0,Recovas_Capacity_Check,3.52826,1.66994,0.2932,0,1.02272,5.89199,25.1
6,CHA,633.07,2433.181,0,0,Recovas_Capacity_Check,3.52838,1.67003,0.29359,0,1.02411,5.89217,25.1
6,CHA,634.005,2434.116,0,0,Recovas_Capacity_Check,3.52849,1.66994,0.2941,0,1.02591,5.89236,25.1
6,CHA,634.651,2434.762,0,0,Recovas_Capacity_Check,3.5286,1.67003,0.29442,0,1.02703,5.89268,25.1
6,CHA,635.018,2435.129,0,0,Recovas_Capacity_Check,3.5286,1.67003,0.29457,0,1.02757,5.89286,25.1
6,CHA,636.037,2436.148,0,0,Recovas_Capacity_Check,3.52871,1.67003,0.29499,0,1.02903,5.89305,25.1
6,CHA,637.007,2437.118,0,0,Recovas_Capacity_Check,3.52882,1.66994,0.2955,0,1.03083,5.89292,25.1
6,CHA,638.019,2438.13,0,0,Recovas_Capacity_Check,3.52893,1.66994,0.29597,0,1.03248,5.8931,25.1
6,CHA,639.167,2439.278,0,0,Recovas_Capacity_Check,3.52904,1.67003,0.29642,0,1.03408,5.8936,25.1
6,CHA,640.009,2440.12,0,0,Recovas_Capacity_Check,3.52915,1.67003,0.29689,0,1.03574,5.89379,25.1
6,CHA,641.02,2441.131,0,0,Recovas_Capacity_Check,3.52926,1.66994,0.29736,0,1.03739,5.89366,25.1
6,CHA,641.999,2442.11,0,0,Recovas_Capacity_Check,3.52938,1.67003,0.29781,0,1.03899,5.89416,25.1
6,CHA,643.011,2443.122,0,0,Recovas_Capacity_Check,3.52949,1.66994,0.2983,0,1.04072,5.89403,25.1
6,CHA,644.021,2444.132,0,0,Recovas_Capacity_Check,3.5296,1.67003,0.29877,0,1.04237,5.89453,25.1
6,CHA,645.001,2445.112,0,0,Recovas_Capacity_Check,3.52971,1.66994,0.2992,0,1.04391,5.8944,25.1
6,CHA,646.014,2446.125,0,0,Recovas_Capacity_Check,3.52982,1.66994,0.29969,0,1.04564,5.89459,25.1
6,CHA,647.024,2447.135,0,0,Recovas_Capacity_Check,3.52993,1.66994,0.30016,0,1.04729,5.89477,25.1
6,CHA,648.002,2448.113,0,0,Recovas_Capacity_Check,3.53004,1.66994,0.3006,0,1.04883,5.89496,25.1
6,CHA,649.015,2449.126,0,0,Recovas_Capacity_Check,3.53015,1.67003,0.30108,0,1.05055,5.89546,25.1
6,CHA,650.025,2450.136,0,0,Recovas_Capacity_Check,3.53027,1.67003,0.30155,0,1.05221,5.89565,25.1
6,CHA,651.002,2451.113,0,0,Recovas_Capacity_Check,3.53027,1.66994,0.30199,0,1.05374,5.89533,25.1
6,CHA,652.016,2452.127,0,0,Recovas_Capacity_Check,3.53038,1.66994,0.30248,0,1.05546,5.89552,25.1
6,CHA,653.026,2453.137,0,0,Recovas_Capacity_Check,3.53049,1.66994,0.30294,0,1.05712,5.8957,25.1
6,CHA,654.002,2454.113,0,0,Recovas_Capacity_Check,3.53071,1.67003,0.30338,0,1.05865,5.89639,25.1
6,CHA,655.017,2455.128,0,0,Recovas_Capacity_Check,3.53071,1.66994,0.30387,0,1.06038,5.89607,25.1
6,CHA,655.98,2456.091,0,0,Recovas_Capacity_Check,3.53082,1.66994,0.30427,0,1.06179,5.89626,25.1
6,CHA,657.005,2457.116,0,0,Recovas_Capacity_Check,3.53104,1.67003,0.30477,0,1.06357,5.89695,25.1
6,CHA,658.017,2458.128,0,0,Recovas_Capacity_Check,3.53116,1.67003,0.30524,0,1.06523,5.89713,25.1
6,CHA,659.104,2459.215,0,0,Recovas_Capacity_Check,3.53127,1.67003,0.30566,0,1.0667,5.89732,25.1
6,CHA,660.006,2460.117,0,0,Recovas_Capacity_Check,3.53127,1.66994,0.30616,0,1.06849,5.897,25.1
6,CHA,661.019,2461.13,0,0,Recovas_Capacity_Check,3.53138,1.67003,0.30663,0,1.07015,5.8975,25.1
6,CHA,662.076,2462.187,0,0,Recovas_Capacity_Check,3.53149,1.66994,0.30709,0,1.07176,5.89788,25.1
6,CHA,663.008,2463.119,0,0,Recovas_Capacity_Check,3.53171,1.67003,0.30756,0,1.0734,5.89806,25.1
6,CHA,664.019,2464.13,0,0,Recovas_Capacity_Check,3.53171,1.66994,0.30803,0,1.07506,5.89775,25.1
6,CHA,665.031,2465.142,0,0,Recovas_Capacity_Check,3.53182,1.67003,0.30848,0,1.07666,5.89825,25.1
6,CHA,666.009,2466.12,0,0,Recovas_Capacity_Check,3.53193,1.67003,0.30895,0,1.07832,5.89843,25.1
6,CHA,667.02,2467.131,0,0,Recovas_Capacity_Check,3.53205,1.67003,0.30944,0,1.08004,5.89862,25.1
6,CHA,667.997,2468.108,0,0,Recovas_Capacity_Check,3.53216,1.66994,0.30987,0,1.08158,5.89849,25.1
6,CHA,669.009,2469.12,0,0,Recovas_Capacity_Check,3.53227,1.66994,0.31036,0,1.0833,5.89867,25.1
6,CHA,670.02,2470.131,0,0,Recovas_Capacity_Check,3.53238,1.66994,0.31083,0,1.08496,5.89886,25.1
6,CHA,670.996,2471.107,0,0,Recovas_Capacity_Check,3.53249,1.67003,0.31126,0,1.08649,5.89936,25.1
6,CHA,672.01,2472.121,0,0,Recovas_Capacity_Check,3.5326,1.66994,0.31175,0,1.08822,5.89923,25.1
6,CHA,673.02,2473.131,0,0,Recovas_Capacity_Check,3.53271,1.67003,0.31222,0,1.08988,5.89973,25.1
6,CHA,673.996,2474.107,0,0,Recovas_Capacity_Check,3.53282,1.66994,0.31265,0,1.09141,5.8996,25.1
6,CHA,675.012,2475.123,0,0,Recovas_Capacity_Check,3.53293,1.67003,0.31315,0,1.09314,5.90011,25.1
6,CHA,676.023,2476.134,0,0,Recovas_Capacity_Check,3.53305,1.66994,0.31361,0,1.0948,5.89997,25.1
6,CHA,676.999,2477.11,0,0,Recovas_Capacity_Check,3.53316,1.66994,0.31405,0,1.09633,5.90016,25.1
6,CHA,678.013,2478.124,0,0,Recovas_Capacity_Check,3.53327,1.66994,0.31454,0,1.09806,5.90035,25.1
6,CHA,679.022,2479.133,0,0,Recovas_Capacity_Check,3.53338,1.66994,0.31499,0,1.09967,5.90053,25.1
6,CHA,679.998,2480.109,0,0,Recovas_Capacity_Check,3.53349,1.66994,0.31544,0,1.10125,5.90072,25.1
6,CHA,681.012,2481.123,0,0,Recovas_Capacity_Check,3.5336,1.67003,0.31593,0,1.10297,5.90122,25.1
6,CHA,682.061,2482.172,0,0,Recovas_Capacity_Check,3.53371,1.66994,0.31637,0,1.10453,5.90141,25.1
6,CHA,683,2483.111,0,0,Recovas_Capacity_Check,3.53382,1.66994,0.31683,0,1.10617,5.90127,25.1
6,CHA,684.013,2484.124,0,0,Recovas_Capacity_Check,3.53394,1.67003,0.3173,0,1.10783,5.90178,25.1
6,CHA,684.987,2485.098,0,0,Recovas_Capacity_Check,3.53405,1.67003,0.31772,0,1.1093,5.90196,25.1
6,CHA,686.002,2486.113,0,0,Recovas_Capacity_Check,3.53416,1.67003,0.31822,0,1.11109,5.90215,25.1
6,CHA,687.015,2487.126,0,0,Recovas_Capacity_Check,3.53427,1.66994,0.31869,0,1.11275,5.90202,25.1
6,CHA,688.152,2488.263,0,0,Recovas_Capacity_Check,3.53438,1.66994,0.31915,0,1.11435,5.9022,25.1
6,CHA,689.002,2489.113,0,0,Recovas_Capacity_Check,3.53449,1.66994,0.31962,0,1.11601,5.90239,25.1
6,CHA,690.015,2490.126,0,0,Recovas_Capacity_Check,3.5346,1.67003,0.32009,0,1.11767,5.90289,25.1
6,CHA,691.108,2491.219,0,0,Recovas_Capacity_Check,3.53471,1.67003,0.32054,0,1.11927,5.90257,25.1
6,CHA,692.004,2492.115,0,0,Recovas_Capacity_Check,3.53483,1.66994,0.32103,0,1.121,5.90295,25.1
6,CHA,693.015,2493.126,0,0,Recovas_Capacity_Check,3.53494,1.66994,0.3215,0,1.12265,5.90313,25.1
6,CHA,694.034,2494.145,0,0,Recovas_Capacity_Check,3.53505,1.67003,0.32193,0,1.12419,5.90363,25.1
6,CHA,695.007,2495.118,0,0,Recovas_Capacity_Check,3.53516,1.67003,0.32242,0,1.12592,5.90382,25.1
6,CHA,696.019,2496.13,0,0,Recovas_Capacity_Check,3.53527,1.66994,0.32289,0,1.12758,5.90369,25.1
6,CHA,697.036,2497.147,0,0,Recovas_Capacity_Check,3.53538,1.67003,0.32332,0,1.12911,5.90387,25.1
6,CHA,698.009,2498.12,0,0,Recovas_Capacity_Check,3.53549,1.67003,0.32381,0,1.13084,5.90438,25.1
6,CHA,699.019,2499.13,0,0,Recovas_Capacity_Check,3.5356,1.67003,0.32428,0,1.1325,5.90456,25.1
6,CHA,700.036,2500.147,0,0,Recovas_Capacity_Check,3.53572,1.67003,0.32472,0,1.13403,5.90443,25.1
6,CHA,701.01,2501.121,0,0,Recovas_Capacity_Check,3.53583,1.66994,0.3252,0,1.13576,5.90462,25.1
6,CHA,702.018,2502.129,0,0,Recovas_Capacity_Check,3.53583,1.66994,0.32558,0,1.13709,5.90462,25.1
6,CHA,702.996,2503.107,0,0,Recovas_Capacity_Check,3.53594,1.67003,0.32611,0,1.13896,5.90512,25.1
6,CHA,704.011,2504.122,0,0,Recovas_Capacity_Check,3.53616,1.67003,0.32658,0,1.14062,5.90549,25.1
6,CHA,705.059,2505.17,0,0,Recovas_Capacity_Check,3.53616,1.67003,0.32704,0,1.14227,5.90549,25.1
6,CHA,706,2506.111,0,0,Recovas_Capacity_Check,3.53627,1.66994,0.3275,0,1.14389,5.90536,25.1
6,CHA,707.015,2507.126,0,0,Recovas_Capacity_Check,3.53649,1.67003,0.32797,0,1.14555,5.90605,25.1
6,CHA,708.03,2508.141,0,0,Recovas_Capacity_Check,3.53649,1.66994,0.32839,0,1.14701,5.90573,25.1
6,CHA,709.003,2509.114,0,0,Recovas_Capacity_Check,3.5366,1.66994,0.32889,0,1.14881,5.90592,25.1
6,CHA,710.016,2510.127,0,0,Recovas_Capacity_Check,3.53672,1.66994,0.32936,0,1.15047,5.9061,25.1
6,CHA,710.994,2511.105,0,0,Recovas_Capacity_Check,3.53683,1.67003,0.32982,0,1.15207,5.90661,25.1
6,CHA,712.005,2512.116,0,0,Recovas_Capacity_Check,3.53694,1.66994,0.33029,0,1.15374,5.90647,25.1
6,CHA,713.017,2513.128,0,0,Recovas_Capacity_Check,3.53705,1.66994,0.33076,0,1.1554,5.90666,25.1
6,CHA,714.085,2514.196,0,0,Recovas_Capacity_Check,3.53716,1.66994,0.33121,0,1.157,5.90685,25.1
6,CHA,715.008,2515.119,0,0,Recovas_Capacity_Check,3.53727,1.66994,0.3317,0,1.15873,5.90703,25.1
6,CHA,716.02,2516.131,0,0,Recovas_Capacity_Check,3.53738,1.66994,0.33217,0,1.16039,5.90722,25.1
6,CHA,716.997,2517.108,0,0,Recovas_Capacity_Check,3.53749,1.66994,0.3326,0,1.16192,5.9074,25.1
6,CHA,718.011,2518.122,0,0,Recovas_Capacity_Check,3.53761,1.66994,0.33309,0,1.16366,5.90759,25.1
6,CHA,719.022,2519.133,0,0,Recovas_Capacity_Check,3.53772,1.67003,0.33356,0,1.16531,5.90809,25.1
6,CHA,719.998,2520.109,0,0,Recovas_Capacity_Check,3.53783,1.67003,0.33399,0,1.16685,5.90828,25.1
6,CHA,721.012,2521.123,0,0,Recovas_Capacity_Check,3.53794,1.67003,0.33448,0,1.16858,5.90846,25.1
6,CHA,722.024,2522.135,0,0,Recovas_Capacity_Check,3.53805,1.67003,0.3349,0,1.17005,5.90865,25.1
6,CHA,722.999,2523.11,0,0,Recovas_Capacity_Check,3.53816,1.67003,0.33539,0,1.17178,5.90883,25.1
6,CHA,724.013,2524.124,0,0,Recovas_Capacity_Check,3.53827,1.66994,0.33588,0,1.17351,5.9087,25.1
6,CHA,725.065,2525.176,0,0,Recovas_Capacity_Check,3.53838,1.67003,0.33634,0,1.17514,5.90889,25.1
6,CHA,726.004,2526.115,0,0,Recovas_Capacity_Check,3.5385,1.66994,0.33678,0,1.17671,5.90907,25.1
6,CHA,726.69,2526.801,0,0,Recovas_Capacity_Check,3.53861,1.67003,0.3371,0,1.17783,5.90958,25.1
6,CHA,727.017,2527.128,0,0,Recovas_Capacity_Check,3.53861,1.66994,0.33725,0,1.17837,5.90926,25.1
6,CHA,728.062,2528.173,0,0,Recovas_Capacity_Check,3.53861,1.66994,0.33767,0,1.17984,5.90926,25.1
6,CHA,729.006,2529.117,0,0,Recovas_Capacity_Check,3.53883,1.67003,0.33817,0,1.18164,5.90995,25.1
6,CHA,730.019,2530.13,0,0,Recovas_Capacity_Check,3.53894,1.66994,0.33864,0,1.1833,5.90982,25.1
6,CHA,731,2531.111,0,0,Recovas_Capacity_Check,3.53905,1.67003,0.3391,0,1.1849,5.91,25.1
6,CHA,732.009,2532.12,0,0,Recovas_Capacity_Check,3.53916,1.67003,0.33957,0,1.18657,5.91051,25.1
6,CHA,733.021,2533.132,0,0,Recovas_Capacity_Check,3.53927,1.67003,0.34004,0,1.18823,5.91069,25.1
6,CHA,733.997,2534.108,0,0,Recovas_Capacity_Check,3.53927,1.66994,0.34049,0,1.18983,5.91037,25.1
6,CHA,735.012,2535.123,0,0,Recovas_Capacity_Check,3.5395,1.67003,0.34098,0,1.19156,5.91106,25.1
6,CHA,736.025,2536.136,0,0,Recovas_Capacity_Check,3.53961,1.67003,0.34145,0,1.19323,5.91125,25.1
6,CHA,737.001,2537.112,0,0,Recovas_Capacity_Check,3.53961,1.67003,0.34188,0,1.19476,5.91125,25.1
6,CHA,738.015,2538.126,0,0,Recovas_Capacity_Check,3.53972,1.66994,0.34237,0,1.19649,5.91112,25.2
6,CHA,739.027,2539.138,0,0,Recovas_Capacity_Check,3.53983,1.67003,0.34284,0,1.19816,5.91162,25.2
6,CHA,740.002,2540.113,0,0,Recovas_Capacity_Check,3.53994,1.66994,0.34327,0,1.19969,5.91149,25.2
6,CHA,741.016,2541.127,0,0,Recovas_Capacity_Check,3.54005,1.66994,0.34376,0,1.20142,5.91167,25.2
6,CHA,742.027,2542.138,0,0,Recovas_Capacity_Check,3.54016,1.66994,0.34423,0,1.20308,5.91186,25.2
6,CHA,743.003,2543.114,0,0,Recovas_Capacity_Check,3.54027,1.66994,0.34467,0,1.20462,5.91205,25.2
6,CHA,744.017,2544.128,0,0,Recovas_Capacity_Check,3.54039,1.67003,0.34515,0,1.20635,5.91255,25.2
6,CHA,745.009,2545.12,0,0,Recovas_Capacity_Check,3.5405,1.67003,0.34556,0,1.2078,5.91273,25.2
6,CHA,746.007,2546.118,0,0,Recovas_Capacity_Check,3.54061,1.67003,0.34606,0,1.20955,5.91292,25.2
6,CHA,747.02,2547.131,0,0,Recovas_Capacity_Check,3.54072,1.66994,0.34653,0,1.21122,5.91279,25.2
6,CHA,748.109,2548.22,0,0,Recovas_Capacity_Check,3.54083,1.67003,0.34694,0,1.21269,5.91329,25.2
6,CHA,749.008,2549.119,0,0,Recovas_Capacity_Check,3.54094,1.67003,0.34745,0,1.21448,5.91348,25.2
6,CHA,750.02,2550.131,0,0,Recovas_Capacity_Check,3.54105,1.67003,0.34792,0,1.21614,5.91366,25.2
6,CHA,751.133,2551.244,0,0,Recovas_Capacity_Check,3.54116,1.66994,0.3484,0,1.21785,5.91385,25.2
6,CHA,752.01,2552.121,0,0,Recovas_Capacity_Check,3.54128,1.67003,0.34884,0,1.21941,5.91403,25.2
6,CHA,753.021,2553.132,0,0,Recovas_Capacity_Check,3.54139,1.67003,0.34931,0,1.22107,5.91422,25.2
6,CHA,754.112,2554.223,0,0,Recovas_Capacity_Check,3.5415,1.67003,0.34977,0,1.22268,5.91441,25.2
6,CHA,755.012,2555.123,0,0,Recovas_Capacity_Check,3.54161,1.66994,0.35024,0,1.22434,5.91427,25.2
6,CHA,756.023,2556.134,0,0,Recovas_Capacity_Check,3.54172,1.66994,0.35072,0,1.22607,5.91446,25.2
6,CHA,757,2557.111,0,0,Recovas_Capacity_Check,3.54183,1.67003,0.35116,0,1.22761,5.91496,25.2
6,CHA,758.012,2558.123,0,0,Recovas_Capacity_Check,3.54194,1.66994,0.35165,0,1.22934,5.91483,25.2
6,CHA,759.023,2559.134,0,0,Recovas_Capacity_Check,3.54205,1.66994,0.35212,0,1.231,5.91502,25.2
6,CHA,759.999,2560.11,0,0,Recovas_Capacity_Check,3.54217,1.67003,0.35255,0,1.23254,5.91552,25.2
6,CHA,761.013,2561.124,0,0,Recovas_Capacity_Check,3.54217,1.67003,0.35304,0,1.23427,5.91552,25.2
6,CHA,762.024,2562.135,0,0,Recovas_Capacity_Check,3.54239,1.66994,0.35351,0,1.23593,5.91557,25.2
6,CHA,762.998,2563.109,0,0,Recovas_Capacity_Check,3.5425,1.67003,0.35394,0,1.23747,5.91608,25.2
6,CHA,764.013,2564.124,0,0,Recovas_Capacity_Check,3.54261,1.67003,0.35443,0,1.2392,5.91626,25.2
6,CHA,765.026,2565.137,0,0,Recovas_Capacity_Check,3.54261,1.66994,0.3549,0,1.24087,5.91595,25.2
6,CHA,766.002,2566.113,0,0,Recovas_Capacity_Check,3.54272,1.66994,0.35533,0,1.2424,5.91613,25.2
6,CHA,767.017,2567.128,0,0,Recovas_Capacity_Check,3.54283,1.67003,0.35582,0,1.24414,5.91663,25.2
6,CHA,768.025,2568.136,0,0,Recovas_Capacity_Check,3.54294,1.67003,0.35627,0,1.24573,5.91682,25.2
6,CHA,769.002,2569.113,0,0,Recovas_Capacity_Check,3.54305,1.67003,0.35673,0,1.24733,5.91701,25.2
6,CHA,770.016,2570.127,0,0,Recovas_Capacity_Check,3.54328,1.67003,0.35722,0,1.24907,5.91738,25.2
6,CHA,771.062,2571.173,0,0,Recovas_Capacity_Check,3.54328,1.67003,0.35765,0,1.2506,5.91738,25.2
6,CHA,772.003,2572.114,0,0,Recovas_Capacity_Check,3.54339,1.66994,0.35812,0,1.25227,5.91725,25.2
6,CHA,773.017,2573.128,0,0,Recovas_Capacity_Check,3.5435,1.67003,0.35859,0,1.25393,5.91775,25.2
6,CHA,774.146,2574.257,0,0,Recovas_Capacity_Check,3.54361,1.66994,0.3591,0,1.25573,5.91762,25.2
6,CHA,775.005,2575.116,0,0,Recovas_Capacity_Check,3.54372,1.67003,0.35951,0,1.2572,5.91812,25.2
6,CHA,776.018,2576.129,0,0,Recovas_Capacity_Check,3.54383,1.66994,0.35998,0,1.25887,5.91799,25.2
6,CHA,777.111,2577.222,0,0,Recovas_Capacity_Check,3.54394,1.66994,0.36043,0,1.26047,5.91817,25.2
6,CHA,778.008,2578.119,0,0,Recovas_Capacity_Check,3.54406,1.66994,0.3609,0,1.26214,5.91836,25.2
6,CHA,779.02,2579.131,0,0,Recovas_Capacity_Check,3.54417,1.66994,0.36137,0,1.2638,5.91855,25.2
6,CHA,779.996,2580.107,0,0,Recovas_Capacity_Check,3.54428,1.67003,0.36183,0,1.26541,5.91905,25.2
6,CHA,781.009,2581.12,0,0,Recovas_Capacity_Check,3.54439,1.66994,0.36232,0,1.26714,5.91892,25.2
6,CHA,782.021,2582.132,0,0,Recovas_Capacity_Check,3.5445,1.67003,0.36278,0,1.2688,5.91942,25.2
6,CHA,782.998,2583.109,0,0,Recovas_Capacity_Check,3.54461,1.67003,0.36322,0,1.27034,5.91961,25.2
6,CHA,784.01,2584.121,0,0,Recovas_Capacity_Check,3.54472,1.66994,0.36371,0,1.27207,5.91947,25.2
6,CHA,785.024,2585.135,0,0,Recovas_Capacity_Check,3.54472,1.66994,0.36418,0,1.27374,5.91947,25.2
6,CHA,786,2586.111,0,0,Recovas_Capacity_Check,3.54495,1.67003,0.36461,0,1.27528,5.92016,25.2
6,CHA,787.014,2587.125,0,0,Recovas_Capacity_Check,3.54495,1.66994,0.3651,0,1.27701,5.91985,25.2
6,CHA,788.025,2588.136,0,0,Recovas_Capacity_Check,3.54517,1.67003,0.36557,0,1.27867,5.92053,25.2
6,CHA,789.002,2589.113,0,0,Recovas_Capacity_Check,3.54528,1.66994,0.366,0,1.28022,5.9204,25.2
6,CHA,790.016,2590.127,0,0,Recovas_Capacity_Check,3.54539,1.66994,0.36649,0,1.28195,5.92059,25.2
6,CHA,791.018,2591.129,0,0,Recovas_Capacity_Check,3.54539,1.67003,0.36691,0,1.28342,5.92091,25.2
6,CHA,792.003,2592.114,0,0,Recovas_Capacity_Check,3.5455,1.67003,0.3674,0,1.28515,5.92109,25.2
6,CHA,793.016,2593.127,0,0,Recovas_Capacity_Check,3.54561,1.66994,0.36787,0,1.28682,5.92096,25.2
6,CHA,794.106,2594.217,0,0,Recovas_Capacity_Check,3.54572,1.66994,0.36828,0,1.28829,5.92115,25.2
6,CHA,795.003,2595.114,0,0,Recovas_Capacity_Check,3.54584,1.66994,0.36879,0,1.29009,5.92133,25.2
6,CHA,796.016,2596.127,0,0,Recovas_Capacity_Check,3.54595,1.67003,0.36926,0,1.29175,5.92183,25.2
6,CHA,797.111,2597.222,0,0,Recovas_Capacity_Check,3.54606,1.67003,0.36973,0,1.29343,5.92202,25.2
6,CHA,798.005,2598.116,0,0,Recovas_Capacity_Check,3.54617,1.67003,0.37018,0,1.29502,5.92221,25.2
6,CHA,799.017,2599.128,0,0,Recovas_Capacity_Check,3.54628,1.67003,0.37065,0,1.29669,5.92239,25.2
6,CHA,800.017,2600.128,0,0,Recovas_Capacity_Check,3.54639,1.66994,0.3711,0,1.2983,5.92226,25.2
6,CHA,801.007,2601.118,0,0,Recovas_Capacity_Check,3.5465,1.67003,0.37157,0,1.29996,5.92276,25.2
6,CHA,802.02,2602.131,0,0,Recovas_Capacity_Check,3.54661,1.66994,0.37206,0,1.30169,5.92263,25.2
6,CHA,802.996,2603.107,0,0,Recovas_Capacity_Check,3.54672,1.67003,0.3725,0,1.30323,5.92313,25.2
6,CHA,804.008,2604.119,0,0,Recovas_Capacity_Check,3.54684,1.67003,0.37298,0,1.30497,5.92332,25.2
6,CHA,805.021,2605.132,0,0,Recovas_Capacity_Check,3.54695,1.66994,0.37345,0,1.30663,5.92319,25.2
6,CHA,805.998,2606.109,0,0,Recovas_Capacity_Check,3.54706,1.66994,0.37389,0,1.30817,5.92337,25.2
6,CHA,807.011,2607.122,0,0,Recovas_Capacity_Check,3.54717,1.66994,0.37438,0,1.30991,5.92356,25.2
6,CHA,808.022,2608.133,0,0,Recovas_Capacity_Check,3.54728,1.67003,0.37485,0,1.31157,5.92406,25.2
6,CHA,808.998,2609.109,0,0,Recovas_Capacity_Check,3.54739,1.67003,0.37528,0,1.31311,5.92425,25.2
6,CHA,810.014,2610.125,0,0,Recovas_Capacity_Check,3.5475,1.66994,0.37577,0,1.31484,5.92412,25.2
6,CHA,811.023,2611.134,0,0,Recovas_Capacity_Check,3.5475,1.67003,0.37624,0,1.31651,5.92444,25.2
6,CHA,811.999,2612.11,0,0,Recovas_Capacity_Check,3.54773,1.67003,0.37667,0,1.31805,5.92481,25.2
6,CHA,813.013,2613.124,0,0,Recovas_Capacity_Check,3.54784,1.67003,0.37716,0,1.31978,5.92499,25.2
6,CHA,814.019,2614.13,0,0,Recovas_Capacity_Check,3.54784,1.67003,0.37759,0,1.3213,5.92499,25.2
6,CHA,814.999,2615.11,0,0,Recovas_Capacity_Check,3.54795,1.66994,0.37806,0,1.32299,5.92486,25.2
6,CHA,816.013,2616.124,0,0,Recovas_Capacity_Check,3.54806,1.66994,0.37853,0,1.32465,5.92505,25.2
6,CHA,817.103,2617.214,0,0,Recovas_Capacity_Check,3.54817,1.67003,0.37895,0,1.32613,5.92555,25.2
6,CHA,818.001,2618.112,0,0,Recovas_Capacity_Check,3.54828,1.66994,0.37946,0,1.32793,5.92542,25.2
6,CHA,819.015,2619.126,0,0,Recovas_Capacity_Check,3.54839,1.66994,0.37993,0,1.3296,5.9256,25.2
6,CHA,820.127,2620.238,0,0,Recovas_Capacity_Check,3.5485,1.66994,0.38041,0,1.33129,5.92611,25.2
6,CHA,820.352,2620.463,0,0,Recovas_Capacity_Check,3.54862,1.67003,0.38055,0,1.3318,5.92629,25.2
6,CHA,821.002,2621.113,0,0,Recovas_Capacity_Check,3.54862,1.67003,0.38085,0,1.33287,5.92629,25.2
6,CHA,822.016,2622.127,0,0,Recovas_Capacity_Check,3.54873,1.67003,0.38132,0,1.33454,5.92648,25.2
6,CHA,823.036,2623.147,0,0,Recovas_Capacity_Check,3.54884,1.66994,0.38177,0,1.33614,5.92635,25.2
6,CHA,824.003,2624.114,0,0,Recovas_Capacity_Check,3.54895,1.67003,0.38224,0,1.33781,5.92685,25.2
6,CHA,825.017,2625.128,0,0,Recovas_Capacity_Check,3.54906,1.66994,0.38273,0,1.33954,5.92672,25.2
